,id,premise,hypothesis,lang_abv,language,label
6790,e78d02a07b,He had never felt so good.,The medicine he was taking worked well.,en,English,1
6791,df0799dcd8,"Kwa kujitolea kwenye maktaba, wewe ni mshiriki wa marafiki wa jiji.","Ili kufanya urafiki na jiji lote, unahitaji kushiriki kwenye maktaba.",sw,Swahili,0
6792,dd05c6296b,"Включва и думи, известни само от факта, че те идват от 20-ти век, както се казва в предговора, но пропускат военната терминология от първия 20-ти век.","Според въведението той съдържа термини от 20-ти век, но не включва термини, които се появяват по-рано.",bg,Bulgarian,0
6793,63e6ff30b0,They maintain romance and marriage. Tommy blushed.,Tommy said they do not mix romance and marriage.,en,English,0
6794,c3d4d9f3c1,"You can only see Manchester, Sheffield and Cambridge in Jamaica for the third title. Can get",There are many more places in Jamaica.,en,English,1
6795,dea2577747,คุณทำเยอะมาก,คุณกำลังสร้างบางสิ่งบางอย่าง,th,Thai,0
6796,4eebb426a2,"In areas where surface transportation is not available, shippers will need to pay for the airplane, and perhaps the airway will indicate the characteristics of the Alaska air system.","If there is no land transport, the senders pay for the plane ticket.",en,English,0
6797,ce7bc639f0,"On Samutrakia, you can climb to the top of Mount Fengari, where the god Poseidon saw the Trojan War reach its tragic goal.",The top of Mount Fengari is out of bounds and you can't climb.,en,English,2
6798,f1d2f27b7e,This is not an open mouth.,Ca'daan's mouth was open.,en,English,1
6799,6af08f354f,"I did not understand it in time. ""The idea made her a little sad, as if to show that Mrs Vandemeyer and the girl were in close relationship.",Mrs. Vandemeyer and the girl proved to be romantically involved.,en,English,1
6800,30e2453de6,"In return, a portion of the national income is provided so that additional investments can be made in local factories, equipment and other forms of capital, and employees can use this capital to produce more goods and services or use it for investment abroad.",The domestic industry and workers depend heavily on the country's income.,en,English,1
6801,6a7ca43b7e,Everything from here is the charming hillside village of St. It goes through the cloud.,High-income households are very low-income and state-owned.,en,English,1
6802,6a90b7cb96,"Poirot replied equally, almost naturally.",Parvez was not interested in answering these questions.,en,English,2
6803,9ececf64c6,"Pasando junto a ella, una moderna iglesia octogonal al este y una capilla y una torre hexagonal al oeste simbolizan el renacimiento de la ciudad en la posguerra.",Estas construcciones están realizadas por los mejores arquitectos del mundo.,es,Spanish,1
6804,bb93558204,"Or yes, I mean, it's because you get better as you get older, because you know a lot of kids hate what their parents tell them, and so on. But that's because I'm there",Children want more freedom from parents' opinions.,en,English,1
6805,85a9d231a3,Τότε το δεύτερο πράγμα που μπορώ να δω είναι τι μπορούν να αντέξουν οικονομικά,Πιστεύω επίσης τι μπορούν να επισημάνουν.,el,Greek,0
6806,bc73d2deb3,Kurnaz savunma bunu doğruladı.,Kabul ettiler çünkü o zaman yapılacak doğru şey buydu.,tr,Turkish,1
6807,fc478cede1,The relatively small crowd means fans are sitting near the event.,Fans stayed away from the event.,en,English,2
6808,3478dec498,"It served as a fortress for the Gallo-Romans, the Visigoths, the Franks and the old French.",The old fort was built by the French in 1173.,en,English,1
6809,d90e38883b,في عام 1972 ، اشترتها شركة Miller Brewing التابعة لشركة Philip Morris ، شركة Meister Brau Inc. ، اشترتها ماركة Lite Beer من سوق.,قررت شركة Phillip Morris Ltd ، وهي شركة تابعة لشركة Miller Brewing ، أنها لا تريد أن تكون علامة Light Bro التجارية جزءًا من عملية شراء السيد Bro Ltd وأوقفت المنتج.,ar,Arabic,2
6810,e7181763bc,Πρέπει να σημειωθεί ότι αυτή η απλή και συμπαγής εξήγηση έχει καταγράψει αυτά τα χαρακτηριστικά του ασύμμετρου συστήματος και μπορεί να δημιουργήσει εργασία όταν το σύστημα αερίου ρέει σε ισορροπία.,Υπάρχει μια απλή εξήγηση για αυτό.,el,Greek,0
6811,a68d4ee483,"आप यहां कुछ परिभाषाएं भी देख सकते हैं, जो गलत नहीं है। हालाँकि, आप इन शर्तों से सहमत नहीं हो सकते हैं।",आप किसी चीज़ के अर्थ का विरोध तब तक कर सकते हैं जब तक आपको एहसास न हो जाए कि यह पूरी तरह से गलत नहीं है।,hi,Hindi,0
6812,6a735c811e,"Instead of planting St. Augustine grass in the front yard, I think if it had rained in the last two weeks, I would have plowed everything under it and a paddy field",It fights very dry.,en,English,2
6813,8e74907f24,"It's no wonder Al Pacino brightens the landscape in Devil's Advocate. And the idea that if the devil appeared on earth, a New York law firm would rule too, to say the least, was shattered earlier.",It is very common for the devil to act according to the law.,en,English,0
6814,ceb1ce1817,Saronic द्वीप समूह में एक लंबा मौसम है जो अप्रैल से अक्टूबर तक रहता है।,व्यंग्यात्मक द्वीप पर कोई मौसम नहीं है,hi,Hindi,2
6815,384f592d0a,我害怕，嗯，我想他的名字是Anderson，是那位以独立候选人身份竞选对抗里根的绅士,安德森作为一名独立竞选人对抗里根。,zh,Chinese,0
6816,2fc8781041,(Don't worry about the extreme reading that takes creation takes weeks.),Suppose the composition took a month.,en,English,2
6817,b662194585,मैं रानी के दूत और सर सुंदरलैंड के विशेष प्रतिनिधि के रूप में जंगल में आया।,मैं उससे आज्ञा नहीं लेता।,hi,Hindi,2
6818,bfc208afb6,I never planned to leave that properly.,I have made all travel plans.,en,English,2
6819,0a3cda709b,and well then he went to Collado,The poor local labor market led me to the prosperity of Colorado.,en,English,1
6820,5951ef4be1,"well it's because, uh, one day it will be eighty and the next day it will be about thirty less, I'm telling you what and uh","Temperatures are usually in the sixties, they are constant.",en,English,2
6821,5379f957c3,"You'd be crazy if you trusted them, but they say what McCarthyism is anyway, no, I don't like that, I just have common sense that you don't regret all the mistakes you made and we did make mistakes, but we did. Stay away from the horrors they have done and maybe we should and you know it","It may sound like a class, but we face a very real threat.",en,English,1
6822,058b85c901,The house was destroyed after liberation when fear of a witch influence drove the slaves from the farm.,The slaves did not believe in witches and stayed in the plantation.,en,English,2
6823,2ab43c1ee5,They were returning from a pilgrimage to Jerusalem to live in the village of Gilani in Nazareth.,"Although he lived far away from the city, Hajj was always a happy time.",en,English,1
6824,989ef0e54e,"oh, oh, oh, I don't understand for a reason, I haven't really been to the World Cup in the summer",I don't admire other summer sports.,en,English,1
6825,3912a780af,"Para saber cómo los pilotos y los helicópteros no se quedan en el aire, entreviste a New York City 12, Aviation (marzo).",NYPD no concedió una entrevista.,es,Spanish,2
6826,703b21fa90,"A member of a student-led chapter of the American Social Security Association in New York State, Zilon has worked to resolve disputes between students and the police to help protect the general right to peaceful protest.",Zelon was founded five years ago in New York.,en,English,1
6827,fa5ede0907,"उसने कहा कि उसकी दादी से केवल आँसू आए और उसने कहा, फिर उसने कहा कि छत पर कौन आया था",उसने जल्दी से पोर्च पर कदम रखा और अपने आँसू पोंछे।,hi,Hindi,2
6828,73cc7abf67,"Even after hiring good people, we must take steps to retain them.",People generally continue to work for different reasons than to accept positions.,en,English,1
6829,30382828e8,"Of course, yes, I know this, why something known as organization.","When something is away from you, is it important to you, is the location important to you?",en,English,0
6830,9d5e37d02d,"They believe that we should get the most benefit or profit, while we do those things with the least harm and destruction.",He argued that we should provide the greatest amount with the least loss.,en,English,0
6831,e1f9e47e4d,Now is a good idea,The idea is good.,en,English,0
6832,cb4163b833,"По традиции праздника, мексиканский гравер Хосе Гуадалаппасада начал рисовать Голгофу в конце 19 века.",Во время отпуска в конце 19 века Хосе Гваделупа Посада начал рисовать черепа или клавесины.,ru,Russian,0
6833,e69ee7694d,"Ở trung tâm của Catalonia, phía tây bắc của Barcelona, ​​62 km về phía bắc Labrigate, những ngọn đồi gồ ghề của Montserrat mọc lên.",Mountesseratat là ngọn núi cao nhất trong vùng.,vi,Vietnamese,1
6834,7d5163bf60,Le fou idéal est actuellement en danger pour nous.,"Demain, vous serez à nouveau en danger.",fr,French,1
6835,457549a5be,"Nun, niemand wird mir helfen.",Niemand an diesem Ort kann mir helfen.,de,German,0
6836,19b3dc1e83,Click on the Friedrich Hayek ring to go ...,One click will take you to the next site.,en,English,1
6837,423a6c7c3e,"Πρώτον, γιατί οι άνθρωποι προτιμούν την ποικιλία Labison;",Οι προτεραιότητες όπως το Libson είναι βασικές.,el,Greek,1
6838,3a2354a6e8,Vipi? Aliuliza ghafla na kwa mshtuko wa hamu ya kula.,Mara moja akavutia paka.,sw,Swahili,0
6839,7218adc1dd,The disorder seems almost non-existent prior to the arrival of the stimulant Ritalin.,The disorder does not appear to be unusual in the absence of Ritalin.,en,English,0
6840,26ac20078d,"It will take the largest piece of Lincoln's Land, a network of eight offices and 40 lawyers who assist clients in southern Illinois with issues such as interruptions, eviction, access to Social Security, and protection orders from abusive couples.",A special network of attorneys serving Southern Illinois on legal issues will be severely hampered by budget cuts.,en,English,0
6841,5ec03ad2a9,"Both my job and my part-time job, you know a restaurant is not our favorite restaurant in Salisbury where we really live, you know where I'm going back to work or what we can usually eat for less than fourteen dollars.","We hate restaurants in Salisbury, the meals are really pricey.",en,English,2
6842,43e6b588ae,"Es muy peligroso cuando lo pienso, pero con todos los accidentes.",Son muchos los accidentes.,es,Spanish,0
6843,4122affba9,การสนับสนุนที่มีความหมายของคุณมีให้ในพื้นที่และตำแหน่งงานเพื่อช่วยเหลือผู้ที่ต้องการรับใช้ในใจกลางรัฐอินเดียนาในงานที่สำคัญ,การส่งเสริมความปรารถนาดีเป็นประโยชน์ต่อชาวอินเดียนา,th,Thai,0
6844,e17a5cb56a,ยังมีอุปสรรคอีกสองประการสำหรับฉัน และบล็อกเกอร์ที่หัวเราะก็เข้าไปในกระท่อม,มีเลือดอยู่ในห้องของเขา,th,Thai,0
6845,a45151fe82,We got lucky in some ways because you really don't know what happened after a stroke.,He is a very serious person.,en,English,0
6846,63bf05a8d3,"The layout - everywhere - always looks authentic, unlike Hollywood Beach.",They found it hard to believe that the location was based on actual location.,en,English,2
6847,e1340ebebe,"Because I don't want my mother to be tyrannical, because she has to pick up the things my dad is missing.",My mom asked me to do what my dad couldn't.,en,English,2
6848,855b48490f,بالنسبة لجامعة إنديانا - مكتبة بوردو ، تتطلب مكتبة إنديانابوليس أن تلبي مجموعاتها وخدماتها توقعات الأصدقاء والمنتسبين داخل الجامعة والمجتمع بأكمله والولاية والبلد.,IUPUI ليس لديه تمويل أو مساعدة تطوعية.,ar,Arabic,2
6849,44a2eb6f0d,بالنسبة للأطفال الذين تتراوح أعمارهم بين 4 و 5 سنوات ، غالبًا ما تُطرح أسئلة حول تنظيم القصة (ماذا يحدث بعد ذلك؟,يُعتقد أن الأطفال البالغين من العمر 5 سنوات يعانون من إعاقات في الكلام.,ar,Arabic,1
6850,6b4085120e,"The newest attraction in the Pyramid Complex is the small museum, the remnant of the Solar Barrake (cedar wood canoe) found in 1954.",Most of the clowns belong to the royal family.,en,English,1
6851,14e6759caf,Die Time Cover Story ist Bill Gates '12 Schritte zur digitalen Erfolgsshow.,Das Time Magazine hat einen Artikel über Bill Gates und seine Erfolge im digitalen Zeitalter.,de,German,0
6852,8a7550f4bd,Je crois le contraire.,Je ne crois pas que ce soit vrai.,fr,French,0
6853,ef941b25ca,and perhaps we will meet again and again,Maybe we will overcome it in the future.,en,English,0
6854,263ab8f223,"Ở mép vực sau vách đá là một cỗ xe ngựa màu đen được cắt ra từ đồ câu màu đỏ giống như đồ chơi, mềm mại so với tảng đá.",Chiếc xe tấp vào lề đường và đáp xuống đáy đá.,vi,Vietnamese,1
6855,16718b0a51,这个重要的在12月得到的75个壁画和荧幕是IMA致力于搜索世界艺术品的证据,他们没有获得任何新物品，所以博物馆关闭了。,zh,Chinese,2
6856,2a4580418f,Why accuse him of being true to his belief?,Should he follow his beliefs?,en,English,0
6857,59a1f51a27,"But this was a very natural suggestion for the common man. """,Nobody can think of an idea.,en,English,2
6858,c55e7f5a93,"The lucrative tin mines of Kuala Lumpur in Selangor state, Sungai Ujong in Negeri Sembilan, and Larut and Taiping in Perak were run by Malaysian rulers by Chinese managers who provided great manpower.",The successful tin mines belonged to the Malays but were controlled by the Chinese.,en,English,0
6859,f998cf42a2,Fixed price contract or in,Contracts are written primarily to generate prices.,en,English,1
6860,92bc03d9b1,اور مجھے واقعی میں انہیں کھونے سے نفرت ہے ، لیکن یہ صحن میں رہنے کے ایک خطرے میں سے ایک ہے کیونکہ میں ہوں,کھیل کے میدان ہونے کا مطلب یہ نہیں ہے کہ آپ کھیل سکتے ہو ، لیکن مجھے یہ بہت پسند ہے۔,ur,Urdu,1
6861,b6b5de6402,"I stop drinking. Oh, a long time ago I stopped drinking. I don't smoke I don't smoke I've given up everything. I guess I don't know how old I think it is for me.","I quit drinking and smoking, so I think it's getting older.",en,English,0
6862,6c68139f7c,Touch and feel swollen skin and get warmer.,His skin is cold and wet.,en,English,2
6863,9f4c41b7aa,"Wenn Sie etwas anderes tun, wird die problematische Nachricht an die Mitarbeiter des GAO, die Presse und die Öffentlichkeit weitergegeben.","Die schlechte Nachricht ist, dass Mitarbeiter ihre Stimmen nicht hören können.",de,German,1
6864,ecf671b6e8,"A beautiful and picturesque place with breathtaking views of the hill, the park has been loved by Dubliners since it first opened to the public in 1747.","The park is ugly, you can't even see the mountains.",en,English,2
6865,cb82d19539,"Hmmm, I went to Wyoming and I'm not sure where Dancing with the Wolves was filmed.",I know exactly where the dance with the wolves was filmed.,en,English,2
6866,0ed823ff02,"Oh, I'm sure they did",They definitely did it after getting into trouble.,en,English,1
6867,c24d46c929,"Однако также ожидается, что использование служб экстренной помощи в качестве урока для здоровых людей, злоупотребляющих алкоголем на свой страх и риск, может оказаться эффективным.","Исследования показывают, что большинство людей, страдающих алкогольными проблемами, хотя бы раз в жизни оказывались в отделении неотложной помощи.",ru,Russian,1
6868,065f9b2f65,"The whole facility has an anti-competitive, anti-theft flavor that rewards political pressure despite good business practices.",This attitude encourages political lobbying.,en,English,0
6869,e0bbc1205e,"For a second, I felt the crowd might give me some cover, or at least firmly slow my pursuit.",I think maybe I'll hide in the crowd.,en,English,0
6870,db58070c65,They and who will impose taxes on them?,We know everything about their taxes.,en,English,2
6871,60fadc642e,"Long and hot summer days, bright sunlight and foggy landscapes.",Don't forget to bring a parachute with you during the summer months.,en,English,1
6872,2529e8f427,"Colonia de Sant Jordi otel ve villalarla çevrilidir, ancak başarısız bir tatil çabası gibi görünüyor.",Sokakta çok sayıda otel var.,tr,Turkish,0
6873,ecdde8be7b,เข้าร่วมในการต่ออายุของฉันและพิจารณาการระดมทุนเพื่อช่วยฉันที่ห้องสมุดมหาวิทยาลัยที่ IUPUI,IUPUI ต้องการเงิน 1 ล้านดอลลาร์เพื่อดำเนินการในปีนี้,th,Thai,1
6874,1c42392780,"So he went out and went into the woods, dreaming of Mrs. Inglethorpe opening her desk and finding puzzling documents.",He goes to the forest.,en,English,0
6875,221f936c5f,"If they overestimate the extent of the CPI's exclusion, Boskin and his commission can institutionalize the lower CPI and guarantee an annual tax increase.",They may have overestimated the extent of the CPI.,en,English,0
6876,9e3c6ce68c,"Yeah Al that sounds pretty crap to me, Looks like BT aint for me either. I learned about it, even when I was in high school, it was one of them, we had to choose a title for the test and at the time I didn't think it was that kind of thing anymore. Is the thing Next, but this time, ah, this is an unfair phrase that is very common and if you have a tendency and it is likely that if you do not know or you are a foreigner or you are black or racist That's not enough. You have a good chance of being sentenced to death, you know, if you can talk hundreds of times better, I mean, you don't have to, ah, you don't have to be white. But if you can talk, and you can meet in the courtroom.","It was something very dark and mysterious, just a message wall.",en,English,2
6877,cb6e5b9b80,"you know it can handle a customer, maybe they don't want to say they put a little crate there and dump it here and we'll go ahead and take your money",I don't treat clients well.,en,English,1
6878,c22e7184e5,"Non-guests have access to the beach and hotel amenities in Guadeloupe and Martinique, which is a great comfort for island lovers.",Facilities include a bathroom and bar where you can drink everything.,en,English,1
6879,b3ece46acf,Los dos bibliotecarios de referencia no sabían cómo iniciar la búsqueda.,Dos bibliotecarios de referencia son expertos que investigan y completan las búsquedas requeridas rápidamente.,es,Spanish,2
6880,cf2f621800,For centuries Loire was an important highway between the Atlantic Ocean and central France.,"Immediately after the revolution. Later on, it became a major highway.",en,English,1
6881,9d8d4c75ed,"Gary Oldman transforms into a giant bat creature and talks about Dracula. In John Carpenter's Vampire, the Vampire Master can hit the road fast enough to catch a speeding car and cling to the ceiling of a motel room.",The old man became a creature that not everyone saw.,en,English,1
6882,9bb7b4beb0,I've never heard of,He doesn't know what it is.,en,English,1
6883,984036f42b,Type of construction season,Time for major construction projects.,en,English,1
6884,9a50f40e44,Các nghiên cứu khoa học không quan tâm đến các sự kiện đơn giản về hóa học não bộ.,Nghiên cứu ghi lại thông tin về hóa học của não.,vi,Vietnamese,2
6885,17f03d4fdc,"These gardens were once the governor's residence. But during the occupation of Hong Kong, the building was destroyed by the Japanese.","The governor's mountain lodge used to own these gardens, but the building was destroyed by the Japanese.",en,English,0
6886,1f7f1b06ff,"Ertesi güne kadar Bradley, etanol hükümetine destek vermeye basitçe karşı çıktı.",Bradley içer.,tr,Turkish,1
6887,e11d1cac1e,Research and development include,Research and development consists of orchestral instruments.,en,English,1
6888,a9dd86f55f,The little girl came to her screaming.,The young girl froze in place.,en,English,2
6889,050614bec1,At eight in the morning.,At seven in the morning.,en,English,2
6890,13f09ccff7,ไม่มีอะไรผิดปกติที่พ่อแม่จะให้ของขวัญทุกครั้ง คุณต้องโอ้และโอ้ทุกคนเช่นคุณ,พ่อแม่ควรเก็บทุกสิ่งที่ลูกมีและไม่แบ่งปัน,th,Thai,2
6891,ad40861fa6,So you're pretty sure.,"He was almost sure, because someone had told him.",en,English,1
6892,db5abf98a5,ทำไมการมีเสื้อขนสัตว์จึงดีกว่า?,คุณอธิบายได้ไหมว่าทำไมตัวเลือกนี้ดีกว่าขนสัตว์?,th,Thai,0
6893,0545b5346d,Oh baby i think this is what i mean you are too,This is definitely the one.,en,English,2
6894,3da457046b,"He jumped up, put a hand on the attacking horse, and lifted the cow with the ax.",He followed the animal with an ax.,en,English,0
6895,fc4808b488,Người mua cuối cùng ở Pakistan sau đó sẽ đến Hawaldar Pakistan và nhận tiền bằng đồng rupee với số tiền mà Hawaldar Pakistan có.,Người nhận cuối cùng sẽ phải đến Thổ Nhĩ Kỳ để rút tiền.,vi,Vietnamese,2
6896,7a79dfa102,不，事实上，我甚至不熟悉它。,我对爱情一无所知。,zh,Chinese,1
6897,5e4f77f4b2,and the NIT semi-final tonight,The NIT semifinals will take place in New York tonight.,en,English,1
6898,6d6f3f219e,"Baada ya karne mbili za uzushi, Kanisa lilihitaji uamsho mpya wa kiroho na kupata mshirika wa mfano katika Francis wa Assisi (1182-1226), mtu mcha Mungu.",Kanisa lilipokea msaada mkubwa wa kifedha kutoka kwa Francis wa Assisi.,sw,Swahili,1
6899,4c7a02dd26,"Je! Richard Clark sợ phần nào nhất trong chính sách đối ngoại của chúng ta? Liệu anh ta có nên dừng lại ở đó khi Rwanda giết thường dân, hay khi Kosovo giết thường dân?",Clarke lo lắng về cách chúng tôi sẽ phản ứng với vụ bạo lực mới nhất.,vi,Vietnamese,1
6900,15efee42ef,هذا لأنني كنت الحارس الوحيد في عام 922 حيث كان الشخص الآخر طبيبًا نفسيًا.,لم يكن هناك دعم.,ar,Arabic,2
6901,22c514a01b,Дикие животные - обезьяны и длиннохвостые макаки.,Без обезьян,ru,Russian,2
6902,7f12a31fd5,"Kwa mfano, dondoo kadhaa hutolewa kwa vifaa vilivyotumika au kwa uwanja wa kucheza ambao mchezo unachezwa.",Hii mara nyingi hufanyika wakati vifaa vingine vya uchezaji vinatumika kuunda michezo.,sw,Swahili,1
6903,8b2474377f,The percentage of the total cost of each transaction included in the model and the elasticity of cost (in relation to volume) are presented in Table 1.,"Each function costs $ 1,000 to create.",en,English,1
6904,2f0bd40ca6,"Everyone is content with a certain crowd, so keep searching until you find one that suits you.",You don't have to search at all to find the right one for you.,en,English,2
6905,27f4d15a5d,Thorne said: Let it show it.,Thorne told him to hide it.,en,English,2
6906,33a0e97524,They will say yes because you did not buy it because you did not try something basic,They will make fun of you for doing something great.,en,English,2
6907,612afc7501,"(And yes, he said something that, with a little effort, can be viewed as financial support in terms of supply).",There is no way to interpret these things as supporting the supply side economy.,en,English,2
6908,f7f23d8382,49 اسکیمرز کو آسانی سے زیادہ اجرت حاصل کرنے کی اجازت ہے کیونکہ وہ لاگت سے موثر ہیں۔,گھوٹالوں والے اپنے ہر کام کی ادائیگی جاری رکھ سکتے ہیں,ur,Urdu,0
6909,8846b7a41e,Κινέζικη κουζίνα στην Κούβα και εφευρέθηκε κουβανική κουζίνα.,Ο Κινέζος σεφ μετακομίζει στην Κούβα,el,Greek,1
6910,8bf7126fce,"Yes, Elizabeth Taylor, Norman Mylar, Warren Beatty, David Rockefeller and Mick Jagger will go to a nightclub. But if they're sure, Diana Ross, William F. Buckley Junior, Salvador Dali, Betty Ford, Frank Sinatra, Mikhail Barishnikov and the King of Cyprus will appear as well - and vice versa.","As long as there is another group, there will be a group of celebrities in the nightclub.",en,English,0
6911,775510dc41,NHTSA noted that another possible explanation for Section 330 is the processing of published standards. ... ... Until the age of this episode,Everything happened after the application of this section is,en,English,2
6912,13be0f7a96,"By turning to another role, Gingrich may have set himself up to fill it.",Gingerbread can fill the situation.,en,English,0
6913,d772e13e87,"Но не вярвам, че подобен алгоритмичен инструмент може да бъде завършен.",Алгоритъмът не може да реши как да направи перфектния сандвич без човешка преценка.,bg,Bulgarian,1
6914,0cc8276e33,From the Index: The average number of public school students expelled from school every day for guns is 34 per year.,The index does not include the average number of students in public schools that were fired every day at the school last year.,en,English,2
6915,d3f24c5a61,"The first glance at the mighty, steep cliff rising out of the sea on this rock is a moment you will never forget.",The monastery is the most photographed building in the area.,en,English,1
6916,7fa6bd811f,Find the maid who was thrown into hell for tampering with the devil.,The maid has ascended to heaven because of her well-being.,en,English,2
6917,4bf65b5564,"Although Korean and Japanese have many similarities, they have been enemies for a long time, and there are huge differences between their languages ​​to prove that they do not have a common ancestor.",The Koreans and the Japanese have long been enemies. But now they are trying to be peaceful together,en,English,1
6918,b4f5b7f169,"We hate them because they are smarter, tougher or more purposeful than us.",We hate them because they're smarter than us.,en,English,0
6919,d24293cb61,แล้วแพ็คเกจไฮบริด - การสมัครสมาชิกจำนวนมากและวันหยุดพักผ่อนเล็ก ๆ ล่ะ?,ผู้ที่บริโภคมากเกินไปควรได้รับการชดเชยให้มากที่สุด,th,Thai,1
6920,8435bb1c6e,"The beautifully designed Palace Palace is a floating casino parked on the west side of the waterfront and equipped with gaming tables. (Local name ""hungry tiger"") and a restaurant for the hungry.",Macau Palace is the casino known here as the Hungry Lions.,en,English,0
6921,7a93795214,"For example, service coordination is a common tool for limited funds.",There is no way to exceed the fund limit.,en,English,2
6922,c6559b7860,Jon ran when the tunnel collapsed.,The explosion caused the tunnel wall to collapse.,en,English,1
6923,4d4ccc7e14,"I understand, Madmosele, I understand everything you understand.","I have no idea how you feel, ma'am.",en,English,2
6924,7a3723efb5,"Beautiful examples of ceramics, pottery and pottery are produced in abundance, often following a Celtic theme.",Many examples of early Roman pottery can also be found.,en,English,1
6925,a0e029ed53,"Well, we bought it with a very good balance and we found it in Memphis I Think and uh with a statement uh",We used cash to buy things in Memphis.,en,English,2
6926,fe1ef6b8f7,His grandson Akbar chose Agra as his capital over Delhi.,"His grandson chose Washington, D.C. as the capital, not New York City.",en,English,2
6927,820f522ebc,The last rule consists of the evaluation of the middle executive order.,The last administration has a government assessment and was assessed through special elections.,en,English,2
6928,fa16e8370b,These are human lives.,This is animal life,en,English,2
6929,5c6153da86,حاول أن يكتب بشكل مريح على صفحته المفتوحة: levius fit patientia quicquid corrigere est nefas كان يبحث عنه ، لكن كان من الصعب العثور عليه.,شعر بالقلق من قراءة الكلمات على الصفحة.,ar,Arabic,2
6930,22526e9ed8,Nyani wa nyasi na macaque ni wanyama wengine wa porini.,Wana nyani 200 huko.,sw,Swahili,1
6931,2b8b1bd7e9,"And I went back to it and bought the shoes that I bought. I didn't need money. I didn't need it. I do not need it. I didn't need that either. It might be a little rude that I ate something from the deli instead of fried beef, but I don't need that, and now that I look back, we told our son that if you are Jewish, if you want to live in a slum, I will go to college, but I don't borrow ten thousand dollars, I don't, and I don't hope I won't, but I feel like we didn't. This was not the loan we made before. We could save money for him in five years, and I'm sure we would, because God really put it in our hearts to keep him from getting into debt that you know about but that we have in church. There are friends who do this all the time. Based on this, those who are completely free of debt and pay what they buy.",My friends should look at me as an example of saving money.,en,English,1
6932,584d5601cf,"В допълнение към речника, правилата - особено структурата - са се променили донякъде, ако не толкова, че са неразбираеми за обикновения читател.","Разбира се, хората, които имат граматични проблеми, ще имат проблеми с разбирането.",bg,Bulgarian,1
6933,b47a4f29c2,The management of strategic human capital should be at the center of these transformation efforts.,Human capital management will not be taken into account in transformation efforts.,en,English,2
6934,9011e0471c,"Zellon, the only member of the American Civil Liberties Union in New York State, is working to resolve conflicts between students and police officers to protect the community's right to peaceful protest.",Zelon is not run by students in New York State.,en,English,2
6935,ca0a363d6c,Troyes is also a shopping mall with two department stores selling fashion and designer goods from French and international brands.,Troy has three stores that only sell French fashion.,en,English,2
6936,b5e7f56246,Cần có thêm thời gian thường xuyên để phát triển các kế hoạch hành động,Họ thường cần một năm nữa để thực hiện kế hoạch.,vi,Vietnamese,1
6937,e9a18f4889,The general objective of the party is to support capitalist policies and to maintain close ties with Great Britain and the rest of the Commonwealth.,The party seeks to establish contact with the United States.,en,English,1
6938,1a17ca29e9,Jon took Susan to the mother of the boy who had become friends with her.,John Susan was brought into town.,en,English,1
6939,ca9894c70a,"However, he was found dead this morning. """,He was dead this morning.,en,English,0
6940,f8f5a72a87,"Capital goods must not only be replaced as they depreciate, but the new generations of workers must be comparable.",Capital goods are subject to depreciation and must be replaced.,en,English,0
6941,fc50f829cd,دانيال ويليامز عالم رياضيات شاب ممتاز.,السيد اليمن فنان عظيم ، لكنه أيضا عالم رياضيات سيء.,ar,Arabic,2
6942,f59005ef33,"running towards us quite slowly, like people were running.",They run at an astonishing speed as they race.,en,English,2
6943,59ea49df31,You do not understand that Mademoiselle believes that Cynthia is guilty?,"People believe Miss Cynthia is innocent, you know?",en,English,2
6944,4fc0abed29,Practice 16: Familiarize yourself with new monitoring tools and techniques,Exercise 17 is to examine the intervention.,en,English,1
6945,9481b95a57,It has long been influenced by different aspects and uses different traditions and practices.,Their uniqueness has created many traditions and practices.,en,English,0
6946,9b27daf724,คุณกำลังจะส่งตัวเองไปอยู่ในมือของบาทหลวงพิตต์เตือนเขา,พีทเปลี่ยนบทบาทอื่น ๆ ที่พวกเขาเล่นในแผนของบิชอป,th,Thai,0
6947,b2dda5465e,Milwaukee Lakers love the Atlanta Hawks too,"I like the Los Angeles Lakers, Atlanta Hawks and Milwaukee Bucks.",en,English,0
6948,12deacdac1,New York Times columnist Bob Herbert claims that managed care has bought votes from Republicans and that patients will die as a result.,The government has nothing to do with the Republican vote.,en,English,2
6949,789993fbb7,"14 Managing the views of federal managers reflects the need for good leadership (GAO-01-127, October 20, 2000); Administration using the Results and Quality Management Act to Improve the Effectiveness of the Federation (GAO / T-GGD-99-151, July 29, 1999); and success management program managers (GAO / T-GGD-00-26, 15 October 1999).","The highest leadership document is GAO-01-127, issued October 20, 2000.",en,English,0
6950,bf3931e60b,"The Romans never really invaded Ibiza, and even after the defeat of Hannibal in 202 BC. their influence was limited during the Second Punic War.",The Romans did not invade Ibiza because it was not valuable.,en,English,1
6951,e7e69f06e0,ในฐานะสมาชิกของ Nussbaum คุณช่วยปกป้องสัตว์ใกล้สูญพันธุ์ - และที่อยู่อาศัยของพวกมัน,สัตว์ใกล้สูญพันธุ์บางชนิดที่ได้รับการช่วยเหลือจากสมาชิกของ Nussboom คือกบต้นไม้,th,Thai,1
6952,b9fcf02f32,"Nichts kommt aus dem Nichts, sagte Lucretia vor zweitausend Jahren, und Tautologen haben zugestimmt, dass er Recht hat.","Theologen haben gezeigt, dass Lecretis 'Argumente falsch waren.",de,German,2
